order_id,user_id,order_date,product_id,qty,unit_price,total_amount,status
O00021,U0033,2025-09-12,P0716,5,3575.45,39608.84,CANCELLED
O00021,U0033,2025-09-12,P0681,1,2662.27,39608.84,PLACED
O00021,U0033,2025-09-12,P0181,4,3749.28,39608.84,SHIPPED
O00022,U0739,2025-09-13,P0612,5,2884.57,17567.51,PLACED
O00022,U0739,2025-09-13,P0578,2,1572.33,17567.51,PLACED
O00023,U0728,2025-08-25,P0189,2,3087.66,30129.6,CANCELLED
O00023,U0728,2025-08-25,P0477,1,3257.13,30129.6,CANCELLED
O00023,U0728,2025-08-25,P0264,3,742.29,30129.6,SHIPPED
O00023,U0728,2025-08-25,P0754,2,2166.06,30129.6,CANCELLED
O00023,U0728,2025-08-25,P0551,4,3534.54,30129.6,PLACED
O00024,U0239,2025-09-18,P0114,2,2842.88,30079.81,CANCELLED
O00024,U0239,2025-09-18,P0989,5,3243.93,30079.81,SHIPPED
O00024,U0239,2025-09-18,P0122,5,1634.88,30079.81,SHIPPED
O00025,U0936,2025-08-28,P0399,3,4950.14,14850.42,PLACED
O00026,U0925,2025-08-26,P0189,4,3087.66,12350.64,SHIPPED
O00027,U0632,2025-09-16,P0721,4,266.8,8596.55,PLACED
O00027,U0632,2025-09-16,P0418,4,1111.51,8596.55,PLACED
O00027,U0632,2025-09-16,P0877,1,3083.31,8596.55,PLACED
O00028,U0665,2025-08-28,P0708,2,4105.18,8210.36,CANCELLED
O00029,U0953,2025-08-24,P0200,1,1096.11,36303.96,PLACED
O00029,U0953,2025-08-24,P0907,1,1214.69,36303.96,CANCELLED
O00029,U0953,2025-08-24,P0138,4,4264.71,36303.96,CANCELLED
O00029,U0953,2025-08-24,P0644,2,1282.92,36303.96,CANCELLED
O00029,U0953,2025-08-24,P0812,4,3592.12,36303.96,CANCELLED
O00030,U0975,2025-09-04,P0885,2,383.34,32713.65,PLACED
O00030,U0975,2025-09-04,P0412,4,3349.71,32713.65,CANCELLED
O00030,U0975,2025-09-04,P0130,3,1812.82,32713.65,SHIPPED
O00030,U0975,2025-09-04,P0823,3,2099.4,32713.65,SHIPPED
O00030,U0975,2025-09-04,P0688,3,2270.49,32713.65,SHIPPED
O00031,U0277,2025-09-16,P0390,2,1874.06,3748.12,PLACED
O00032,U0814,2025-09-15,P0504,2,4120.38,8240.76,SHIPPED
O00033,U0507,2025-09-02,P0429,4,3034.27,26445.08,CANCELLED
O00033,U0507,2025-09-02,P0190,3,3488.69,26445.08,SHIPPED
O00033,U0507,2025-09-02,P0878,1,3841.93,26445.08,CANCELLED
O00034,U0395,2025-08-21,P0453,4,4357.15,17428.6,CANCELLED
O00035,U0339,2025-08-23,P0033,3,3469.31,11693.53,CANCELLED
O00035,U0339,2025-08-23,P0571,2,642.8,11693.53,SHIPPED
O00036,U0273,2025-08-26,P0593,3,2803.19,8409.57,SHIPPED
O00037,U0398,2025-09-04,P0308,4,4628.41,35304.23,PLACED
O00037,U0398,2025-09-04,P0243,5,2659.4,35304.23,PLACED
O00037,U0398,2025-09-04,P0172,3,1164.53,35304.23,SHIPPED
O00038,U0720,2025-09-16,P0089,5,2319.33,29380.87,SHIPPED
O00038,U0720,2025-09-16,P0289,1,3064.18,29380.87,SHIPPED
O00038,U0720,2025-09-16,P0573,4,3680.01,29380.87,CANCELLED
O00039,U0206,2025-09-18,P0674,5,3938.12,68194.92,PLACED
O00039,U0206,2025-09-18,P0089,1,2319.33,68194.92,PLACED
O00039,U0206,2025-09-18,P0314,2,4619.1,68194.92,CANCELLED
O00039,U0206,2025-09-18,P0342,4,4814.16,68194.92,CANCELLED
O00039,U0206,2025-09-18,P0914,5,3538.03,68194.92,PLACED
O00040,U0713,2025-08-23,P0076,5,754.76,12671.92,PLACED
O00040,U0713,2025-08-23,P0973,4,2224.53,12671.92,SHIPPED
O00041,U0343,2025-09-08,P0984,5,3933.71,46529.24,CANCELLED
O00041,U0343,2025-09-08,P0320,3,864.37,46529.24,CANCELLED
O00041,U0343,2025-09-08,P0311,4,4587.61,46529.24,CANCELLED
O00041,U0343,2025-09-08,P0304,3,1972.38,46529.24,PLACED
O00042,U0630,2025-08-30,P0663,1,1846.91,17424.01,SHIPPED
O00042,U0630,2025-08-30,P0767,4,1612.62,17424.01,PLACED
O00042,U0630,2025-08-30,P0994,2,4563.31,17424.01,PLACED
O00043,U0927,2025-09-16,P0773,1,3638.35,7331.38,SHIPPED
O00043,U0927,2025-09-16,P0438,1,3693.03,7331.38,SHIPPED
O00044,U0355,2025-08-31,P0721,2,266.8,18679.66,CANCELLED
O00044,U0355,2025-08-31,P0958,3,3512.08,18679.66,PLACED
O00044,U0355,2025-08-31,P0121,2,3804.91,18679.66,SHIPPED
O00045,U0666,2025-08-27,P0146,2,475.3,25702.57,PLACED
O00045,U0666,2025-08-27,P0281,1,3183.62,25702.57,CANCELLED
O00045,U0666,2025-08-27,P0214,4,3788.06,25702.57,PLACED
O00045,U0666,2025-08-27,P0851,3,1653.05,25702.57,SHIPPED
O00045,U0666,2025-08-27,P0301,2,728.48,25702.57,SHIPPED
O00046,U0679,2025-09-08,P0092,3,3385.2,24719.41,CANCELLED
O00046,U0679,2025-09-08,P0512,3,4211.09,24719.41,PLACED
O00046,U0679,2025-09-08,P0641,1,1930.54,24719.41,CANCELLED
O00047,U0358,2025-09-16,P0124,4,437.91,20283.67,SHIPPED
O00047,U0358,2025-09-16,P0049,4,2530.51,20283.67,PLACED
O00047,U0358,2025-09-16,P0462,3,2803.33,20283.67,CANCELLED
O00048,U0795,2025-09-06,P0148,4,3254.04,29582.6,PLACED
O00048,U0795,2025-09-06,P0206,4,4141.61,29582.6,CANCELLED
O00049,U0363,2025-09-15,P0502,4,2797.39,15193.92,CANCELLED
O00049,U0363,2025-09-15,P0171,1,4004.36,15193.92,PLACED
O00050,U0446,2025-09-03,P0767,1,1612.62,1612.62,SHIPPED
O00051,U0379,2025-08-28,P0317,5,1934.96,40384.07,PLACED
O00051,U0379,2025-08-28,P0779,1,4446.97,40384.07,SHIPPED
O00051,U0379,2025-08-28,P0533,5,1315.14,40384.07,CANCELLED
O00051,U0379,2025-08-28,P0440,3,3879.39,40384.07,PLACED
O00051,U0379,2025-08-28,P0087,3,2682.81,40384.07,SHIPPED
O00052,U0530,2025-09-10,P0494,1,3779.85,24657.32,CANCELLED
O00052,U0530,2025-09-10,P0465,3,2134.74,24657.32,CANCELLED
O00052,U0530,2025-09-10,P0496,4,3320.81,24657.32,PLACED
O00052,U0530,2025-09-10,P0761,1,1190.01,24657.32,SHIPPED
O00053,U0862,2025-08-20,P0556,4,4392.66,17570.64,CANCELLED
O00054,U0974,2025-09-11,P0576,5,1128.68,54391.09,PLACED
O00054,U0974,2025-09-11,P0750,4,4689.65,54391.09,CANCELLED
O00054,U0974,2025-09-11,P0624,1,1748.39,54391.09,PLACED
O00054,U0974,2025-09-11,P0031,4,4589.53,54391.09,CANCELLED
O00054,U0974,2025-09-11,P0942,2,4941.29,54391.09,CANCELLED
O00055,U0498,2025-09-05,P0846,2,987.64,5037.4,PLACED
O00055,U0498,2025-09-05,P0465,1,2134.74,5037.4,CANCELLED
O00055,U0498,2025-09-05,P0205,1,927.38,5037.4,SHIPPED
O00056,U0109,2025-09-01,P0402,5,4481.54,37215.94,PLACED
O00056,U0109,2025-09-01,P0486,3,1033.62,37215.94,CANCELLED
O00056,U0109,2025-09-01,P0680,1,322.24,37215.94,CANCELLED
O00056,U0109,2025-09-01,P0993,2,3999.97,37215.94,PLACED
O00056,U0109,2025-09-01,P0092,1,3385.2,37215.94,PLACED
O00057,U0157,2025-09-03,P0349,2,640.27,1280.54,SHIPPED
O00058,U0772,2025-09-01,P0343,5,4625.42,33312.82,PLACED
O00058,U0772,2025-09-01,P0258,3,2068.49,33312.82,PLACED
O00058,U0772,2025-09-01,P0002,3,1326.75,33312.82,PLACED
O00059,U0414,2025-09-13,P0408,5,3308.29,30823.86,CANCELLED
O00059,U0414,2025-09-13,P0140,1,1200.69,30823.86,CANCELLED
O00059,U0414,2025-09-13,P0105,4,2064.04,30823.86,SHIPPED
O00059,U0414,2025-09-13,P0876,1,4825.56,30823.86,SHIPPED
O00060,U0945,2025-08-26,P0604,3,3857.64,19135.62,SHIPPED
O00060,U0945,2025-08-26,P0539,2,3781.35,19135.62,CANCELLED
O00061,U0795,2025-09-18,P0948,2,1598.78,3197.56,SHIPPED
O00062,U0892,2025-08-20,P0050,2,4697.5,16509.94,CANCELLED
O00062,U0892,2025-08-20,P0656,1,4220.26,16509.94,PLACED
O00062,U0892,2025-08-20,P0263,4,701.06,16509.94,CANCELLED
O00062,U0892,2025-08-20,P0510,4,22.61,16509.94,CANCELLED
O00063,U0729,2025-09-03,P0746,2,3673.15,7346.3,CANCELLED
O00064,U0992,2025-09-11,P0645,4,158.77,12010.99,SHIPPED
O00064,U0992,2025-09-11,P0446,3,3791.97,12010.99,SHIPPED
O00065,U0903,2025-09-17,P0815,2,1360.73,20265.47,PLACED
O00065,U0903,2025-09-17,P0454,2,4423.62,20265.47,SHIPPED
O00065,U0903,2025-09-17,P0086,4,823.28,20265.47,SHIPPED
O00065,U0903,2025-09-17,P0448,5,1080.73,20265.47,CANCELLED
O00066,U0954,2025-09-12,P0201,5,3157.74,16947.66,PLACED
O00066,U0954,2025-09-12,P0992,3,386.32,16947.66,SHIPPED
O00067,U0344,2025-09-14,P0069,1,2453.62,38834.38,SHIPPED
O00067,U0344,2025-09-14,P0226,4,4809.66,38834.38,CANCELLED
O00067,U0344,2025-09-14,P0755,4,1927.73,38834.38,PLACED
O00067,U0344,2025-09-14,P0351,2,305.28,38834.38,PLACED
O00067,U0344,2025-09-14,P0861,4,2205.16,38834.38,CANCELLED
O00068,U0835,2025-08-22,P0668,1,1371.16,9477.08,SHIPPED
O00068,U0835,2025-08-22,P0306,2,4052.96,9477.08,SHIPPED
O00069,U0497,2025-09-08,P0631,4,1519.05,30147.0,SHIPPED
O00069,U0497,2025-09-08,P0342,5,4814.16,30147.0,PLACED
O00070,U0533,2025-08-27,P0134,4,1833.53,25511.72,PLACED
O00070,U0533,2025-08-27,P0575,5,3635.52,25511.72,SHIPPED
O00071,U0904,2025-09-04,P0769,1,4439.67,6672.6,SHIPPED
O00071,U0904,2025-09-04,P0819,3,211.04,6672.6,PLACED
O00071,U0904,2025-09-04,P0938,1,679.16,6672.6,SHIPPED
O00071,U0904,2025-09-04,P0991,5,184.13,6672.6,SHIPPED
O00072,U0905,2025-08-31,P0548,3,4842.55,45484.85,CANCELLED
O00072,U0905,2025-08-31,P0313,5,4050.02,45484.85,SHIPPED
O00072,U0905,2025-08-31,P0369,5,2141.42,45484.85,CANCELLED
O00073,U0770,2025-08-21,P0403,5,2527.24,12636.2,CANCELLED
O00074,U0214,2025-08-29,P0997,5,2707.47,22486.45,CANCELLED
O00074,U0214,2025-08-29,P0035,5,1789.82,22486.45,CANCELLED
O00075,U0201,2025-08-29,P0899,5,3368.62,43989.21,SHIPPED
O00075,U0201,2025-08-29,P0416,3,4396.3,43989.21,CANCELLED
O00075,U0201,2025-08-29,P0824,5,464.96,43989.21,SHIPPED
O00075,U0201,2025-08-29,P0607,3,3877.47,43989.21,PLACED
O00076,U0163,2025-09-03,P0232,4,4411.08,23548.66,CANCELLED
O00076,U0163,2025-09-03,P0745,1,3855.54,23548.66,SHIPPED
O00076,U0163,2025-09-03,P0469,4,512.2,23548.66,PLACED
O00077,U0277,2025-08-25,P0843,3,2563.6,7690.8,PLACED
O00078,U0881,2025-08-27,P0997,4,2707.47,12783.68,SHIPPED
O00078,U0881,2025-08-27,P0230,1,1953.8,12783.68,SHIPPED
O00079,U0376,2025-09-15,P0704,2,3866.39,17688.38,CANCELLED
O00079,U0376,2025-09-15,P0769,2,4439.67,17688.38,CANCELLED
O00079,U0376,2025-09-15,P0766,2,538.13,17688.38,SHIPPED
O00080,U0490,2025-08-22,P0212,2,2326.99,4653.98,PLACED
O00081,U0582,2025-08-21,P0790,4,914.11,18121.1,PLACED
O00081,U0582,2025-08-21,P0621,4,1389.4,18121.1,SHIPPED
O00081,U0582,2025-08-21,P0368,1,4289.0,18121.1,CANCELLED
O00081,U0582,2025-08-21,P0911,2,2309.03,18121.1,CANCELLED
O00082,U0067,2025-08-24,P0670,2,676.64,16732.25,CANCELLED
O00082,U0067,2025-08-24,P0702,3,2492.81,16732.25,CANCELLED
O00082,U0067,2025-08-24,P0479,2,3950.27,16732.25,PLACED
O00083,U0308,2025-08-25,P0365,5,4215.43,24798.07,CANCELLED
O00083,U0308,2025-08-25,P0530,1,3720.92,24798.07,PLACED
O00084,U0643,2025-09-08,P0807,5,1243.14,6215.7,SHIPPED
O00085,U0742,2025-08-25,P0612,4,2884.57,30628.56,CANCELLED
O00085,U0742,2025-08-25,P0940,5,2770.54,30628.56,PLACED
O00085,U0742,2025-08-25,P0421,3,1745.86,30628.56,PLACED
O00086,U0421,2025-08-19,P0405,2,562.59,1125.18,PLACED
O00087,U0724,2025-09-07,P0830,5,2923.17,41374.71,PLACED
O00087,U0724,2025-09-07,P0368,2,4289.0,41374.71,SHIPPED
O00087,U0724,2025-09-07,P0932,4,3036.71,41374.71,SHIPPED
O00087,U0724,2025-09-07,P0827,3,2011.34,41374.71,PLACED
O00088,U0785,2025-09-10,P0538,2,1503.15,3006.3,CANCELLED
O00089,U0706,2025-08-30,P0825,3,3590.36,27459.96,CANCELLED
O00089,U0706,2025-08-30,P0729,3,2765.57,27459.96,CANCELLED
O00089,U0706,2025-08-30,P0502,3,2797.39,27459.96,SHIPPED
O00090,U0740,2025-09-10,P0780,2,2693.07,24897.71,CANCELLED
O00090,U0740,2025-09-10,P0104,5,1242.17,24897.71,CANCELLED
O00090,U0740,2025-09-10,P0327,4,3325.18,24897.71,SHIPPED
O00091,U0460,2025-08-20,P0831,2,3148.14,28132.27,PLACED
O00091,U0460,2025-08-20,P0413,3,3013.51,28132.27,CANCELLED
O00091,U0460,2025-08-20,P0872,3,2337.91,28132.27,PLACED
O00091,U0460,2025-08-20,P0255,2,964.34,28132.27,PLACED
O00091,U0460,2025-08-20,P0361,5,770.61,28132.27,SHIPPED
O00092,U0359,2025-09-18,P0427,2,635.71,4817.78,CANCELLED
O00092,U0359,2025-09-18,P0912,4,886.59,4817.78,PLACED
O00093,U0115,2025-08-26,P0260,1,4536.05,4536.05,PLACED
O00094,U0503,2025-09-10,P0185,3,3034.94,14621.82,SHIPPED
O00094,U0503,2025-09-10,P0361,5,770.61,14621.82,PLACED
O00094,U0503,2025-09-10,P0690,1,1663.95,14621.82,SHIPPED
O00095,U0954,2025-08-19,P0702,5,2492.81,42689.2,SHIPPED
O00095,U0954,2025-08-19,P0430,2,2207.19,42689.2,SHIPPED
O00095,U0954,2025-08-19,P0773,3,3638.35,42689.2,CANCELLED
O00095,U0954,2025-08-19,P0422,4,3723.93,42689.2,SHIPPED
O00096,U0837,2025-09-12,P0626,4,3526.92,36019.02,PLACED
O00096,U0837,2025-09-12,P0685,4,4878.7,36019.02,CANCELLED
O00096,U0837,2025-09-12,P0278,2,1198.27,36019.02,CANCELLED
O00097,U0693,2025-09-18,P0493,5,626.3,15791.34,CANCELLED
O00097,U0693,2025-09-18,P0221,4,3164.96,15791.34,PLACED
O00098,U0101,2025-09-06,P0775,1,2237.51,11969.53,CANCELLED
O00098,U0101,2025-09-06,P0814,2,4866.01,11969.53,PLACED
O00099,U0658,2025-09-01,P0566,2,1078.77,2157.54,SHIPPED
O00100,U0202,2025-09-11,P0785,3,3190.44,40023.1,PLACED
O00100,U0202,2025-09-11,P0805,4,2254.91,40023.1,SHIPPED
O00100,U0202,2025-09-11,P0119,3,1592.83,40023.1,CANCELLED
O00100,U0202,2025-09-11,P0383,5,1621.95,40023.1,SHIPPED
O00100,U0202,2025-09-11,P0648,2,4271.95,40023.1,CANCELLED
O00101,U0197,2025-08-26,P0717,3,4768.95,29030.01,PLACED
O00101,U0197,2025-08-26,P0177,2,313.67,29030.01,SHIPPED
O00101,U0197,2025-08-26,P0165,2,4244.58,29030.01,CANCELLED
O00101,U0197,2025-08-26,P0462,2,2803.33,29030.01,PLACED
O00102,U0843,2025-09-08,P0830,1,2923.17,2923.17,PLACED
O00103,U0184,2025-08-19,P0372,2,4344.89,24659.93,SHIPPED
O00103,U0184,2025-08-19,P0062,1,3387.43,24659.93,PLACED
O00103,U0184,2025-08-19,P0168,2,2616.26,24659.93,SHIPPED
O00103,U0184,2025-08-19,P0463,1,1598.95,24659.93,PLACED
O00103,U0184,2025-08-19,P0052,5,1150.25,24659.93,PLACED
O00104,U0125,2025-09-11,P0340,5,2682.02,40441.34,PLACED
O00104,U0125,2025-09-11,P0537,2,4622.96,40441.34,PLACED
O00104,U0125,2025-09-11,P0213,4,4446.33,40441.34,SHIPPED
O00105,U0453,2025-08-30,P0026,4,2297.83,61776.15,PLACED
O00105,U0453,2025-08-30,P0374,3,1887.51,61776.15,CANCELLED
O00105,U0453,2025-08-30,P0049,5,2530.51,61776.15,PLACED
O00105,U0453,2025-08-30,P0025,5,4167.75,61776.15,SHIPPED
O00105,U0453,2025-08-30,P0934,5,2686.2,61776.15,SHIPPED
O00106,U0957,2025-09-18,P0763,4,112.28,56149.87,PLACED
O00106,U0957,2025-09-18,P0133,3,1866.6,56149.87,SHIPPED
O00106,U0957,2025-09-18,P0717,5,4768.95,56149.87,SHIPPED
O00106,U0957,2025-09-18,P0648,1,4271.95,56149.87,CANCELLED
O00106,U0957,2025-09-18,P0252,5,4396.85,56149.87,PLACED
O00107,U0550,2025-09-06,P0354,2,3982.6,16639.56,CANCELLED
O00107,U0550,2025-09-06,P0614,4,2168.59,16639.56,SHIPPED
O00108,U0092,2025-09-14,P0374,2,1887.51,24998.91,PLACED
O00108,U0092,2025-09-14,P0956,5,806.34,24998.91,PLACED
O00108,U0092,2025-09-14,P0607,4,3877.47,24998.91,CANCELLED
O00108,U0092,2025-09-14,P0101,1,1682.31,24998.91,CANCELLED
O00109,U0776,2025-09-03,P0624,3,1748.39,18880.17,PLACED
O00109,U0776,2025-09-03,P0166,5,906.18,18880.17,CANCELLED
O00109,U0776,2025-09-03,P0396,1,2554.62,18880.17,CANCELLED
O00109,U0776,2025-09-03,P0455,4,1637.37,18880.17,PLACED
O00110,U0510,2025-08-27,P0940,5,2770.54,47633.71,PLACED
O00110,U0510,2025-08-27,P0356,2,2190.22,47633.71,CANCELLED
O00110,U0510,2025-08-27,P0163,5,4980.79,47633.71,SHIPPED
O00110,U0510,2025-08-27,P0154,1,4496.62,47633.71,SHIPPED
O00111,U0027,2025-09-11,P0577,5,3183.04,26193.5,CANCELLED
O00111,U0027,2025-09-11,P0731,5,2055.66,26193.5,CANCELLED
O00112,U0698,2025-09-01,P0649,3,2474.01,7422.03,SHIPPED
O00113,U0110,2025-09-14,P0875,2,1886.59,24996.18,PLACED
O00113,U0110,2025-09-14,P0457,4,2862.35,24996.18,CANCELLED
O00113,U0110,2025-09-14,P0397,2,4886.8,24996.18,CANCELLED
O00114,U0163,2025-09-14,P0012,2,39.9,22949.19,SHIPPED
O00114,U0163,2025-09-14,P0301,2,728.48,22949.19,SHIPPED
O00114,U0163,2025-09-14,P0867,2,1406.62,22949.19,CANCELLED
O00114,U0163,2025-09-14,P0049,5,2530.51,22949.19,PLACED
O00114,U0163,2025-09-14,P0501,4,1486.66,22949.19,CANCELLED
O00115,U0932,2025-09-06,P0261,1,4349.37,4349.37,SHIPPED
O00116,U0565,2025-09-13,P0008,3,2828.13,27348.12,SHIPPED
O00116,U0565,2025-09-13,P0549,1,438.33,27348.12,PLACED
O00116,U0565,2025-09-13,P0698,5,1157.84,27348.12,SHIPPED
O00116,U0565,2025-09-13,P0403,5,2527.24,27348.12,PLACED
O00117,U0331,2025-08-31,P0362,3,3569.41,24087.31,SHIPPED
O00117,U0331,2025-08-31,P0725,4,3344.77,24087.31,PLACED
O00118,U0679,2025-08-28,P0143,5,2687.54,56474.35,PLACED
O00118,U0679,2025-08-28,P0607,5,3877.47,56474.35,SHIPPED
O00118,U0679,2025-08-28,P0355,2,4483.31,56474.35,PLACED
O00118,U0679,2025-08-28,P0004,2,3142.0,56474.35,CANCELLED
O00118,U0679,2025-08-28,P0617,2,4199.34,56474.35,CANCELLED
O00119,U0391,2025-09-04,P0551,2,3534.54,9290.97,PLACED
O00119,U0391,2025-09-04,P0424,3,740.63,9290.97,CANCELLED
O00120,U0695,2025-09-16,P0970,4,529.2,27725.35,CANCELLED
O00120,U0695,2025-09-16,P0326,3,525.7,27725.35,PLACED
O00120,U0695,2025-09-16,P0267,5,4806.29,27725.35,PLACED
O00121,U0477,2025-09-07,P0715,5,1847.1,22884.24,CANCELLED
O00121,U0477,2025-09-07,P0192,2,78.2,22884.24,PLACED
O00121,U0477,2025-09-07,P0247,1,1438.3,22884.24,PLACED
O00121,U0477,2025-09-07,P0413,4,3013.51,22884.24,CANCELLED
O00122,U0163,2025-09-08,P0178,3,4025.81,15005.48,SHIPPED
O00122,U0163,2025-09-08,P0552,5,585.61,15005.48,SHIPPED
O00123,U0718,2025-08-30,P0947,4,19.8,5359.92,CANCELLED
O00123,U0718,2025-08-30,P0312,2,2640.36,5359.92,CANCELLED
O00124,U0056,2025-08-28,P0193,2,3854.68,7709.36,PLACED
O00125,U0957,2025-09-05,P0758,2,2219.34,17366.44,SHIPPED
O00125,U0957,2025-09-05,P0190,2,3488.69,17366.44,PLACED
O00125,U0957,2025-09-05,P0013,3,1983.46,17366.44,CANCELLED
O00126,U0508,2025-08-29,P0830,5,2923.17,57395.83,CANCELLED
O00126,U0508,2025-08-29,P0537,5,4622.96,57395.83,CANCELLED
O00126,U0508,2025-08-29,P0141,4,3413.28,57395.83,SHIPPED
O00126,U0508,2025-08-29,P0664,2,3006.03,57395.83,SHIPPED
O00127,U0761,2025-09-10,P0522,2,4421.94,59906.72,CANCELLED
O00127,U0761,2025-09-10,P0632,2,1597.59,59906.72,PLACED
O00127,U0761,2025-09-10,P0812,5,3592.12,59906.72,PLACED
O00127,U0761,2025-09-10,P0892,4,1378.39,59906.72,PLACED
O00127,U0761,2025-09-10,P0685,5,4878.7,59906.72,PLACED
O00128,U0327,2025-09-04,P0052,3,1150.25,3450.75,SHIPPED
O00129,U0150,2025-09-16,P0404,4,2232.9,18168.29,CANCELLED
O00129,U0150,2025-09-16,P0357,2,3507.4,18168.29,SHIPPED
O00129,U0150,2025-09-16,P0424,3,740.63,18168.29,CANCELLED
O00130,U0273,2025-09-04,P0259,5,3748.1,55417.84,SHIPPED
O00130,U0273,2025-09-04,P0434,3,4934.17,55417.84,CANCELLED
O00130,U0273,2025-09-04,P0390,3,1874.06,55417.84,SHIPPED
O00130,U0273,2025-09-04,P0939,5,2328.17,55417.84,SHIPPED
O00130,U0273,2025-09-04,P0903,5,922.36,55417.84,SHIPPED
O00131,U0411,2025-08-19,P0042,1,1874.07,43054.81,PLACED
O00131,U0411,2025-08-19,P0401,4,4318.21,43054.81,SHIPPED
O00131,U0411,2025-08-19,P0617,5,4199.34,43054.81,CANCELLED
O00131,U0411,2025-08-19,P0060,1,1133.31,43054.81,PLACED
O00131,U0411,2025-08-19,P0316,1,1777.89,43054.81,SHIPPED
O00132,U0042,2025-09-13,P0986,1,538.16,14861.03,SHIPPED
O00132,U0042,2025-09-13,P0631,3,1519.05,14861.03,CANCELLED
